id,ISO3166-2,pref,area1,area2,city,大雨警報,洪水警報,暴風警報,暴風雪警報,大雪警報,波浪警報,高潮警報,大雨注意報,洪水注意報,強風注意報,風雪注意報,大雪注意報,波浪注意報,高潮注意報,雷注意報,融雪注意報,濃霧注意報,乾燥注意報,なだれ注意報,低温注意報,霜注意報,着氷注意報,着雪注意報,lastUpdate,url
30101,JP-01,北海道,宗谷地方,宗谷北部,稚内市,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30102,JP-01,北海道,宗谷地方,宗谷北部,猿払村,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30103,JP-01,北海道,宗谷地方,宗谷北部,豊富町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30104,JP-01,北海道,宗谷地方,宗谷北部,幌延町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30105,JP-01,北海道,宗谷地方,宗谷南部,浜頓別町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30106,JP-01,北海道,宗谷地方,宗谷南部,中頓別町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30107,JP-01,北海道,宗谷地方,宗谷南部,枝幸町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30108,JP-01,北海道,宗谷地方,利尻・礼文,礼文町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30109,JP-01,北海道,宗谷地方,利尻・礼文,利尻町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30110,JP-01,北海道,宗谷地方,利尻・礼文,利尻富士町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-24T19:44,https://www.jma.go.jp/jp/warn/301_table.html
30201,JP-01,北海道,上川地方,上川北部,士別市,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30202,JP-01,北海道,上川地方,上川北部,名寄市,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30203,JP-01,北海道,上川地方,上川北部,和寒町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30204,JP-01,北海道,上川地方,上川北部,剣淵町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30205,JP-01,北海道,上川地方,上川北部,下川町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30206,JP-01,北海道,上川地方,上川北部,美深町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30207,JP-01,北海道,上川地方,上川北部,音威子府村,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30208,JP-01,北海道,上川地方,上川北部,中川町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30209,JP-01,北海道,上川地方,上川北部,幌加内町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30210,JP-01,北海道,上川地方,上川中部,旭川市,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30211,JP-01,北海道,上川地方,上川中部,鷹栖町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30212,JP-01,北海道,上川地方,上川中部,東神楽町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30213,JP-01,北海道,上川地方,上川中部,当麻町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30214,JP-01,北海道,上川地方,上川中部,比布町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30215,JP-01,北海道,上川地方,上川中部,愛別町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30216,JP-01,北海道,上川地方,上川中部,上川町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30217,JP-01,北海道,上川地方,上川中部,東川町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30218,JP-01,北海道,上川地方,上川中部,美瑛町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30219,JP-01,北海道,上川地方,上川南部,富良野市,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30220,JP-01,北海道,上川地方,上川南部,上富良野町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30221,JP-01,北海道,上川地方,上川南部,中富良野町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30222,JP-01,北海道,上川地方,上川南部,南富良野町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30223,JP-01,北海道,上川地方,上川南部,占冠村,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30224,JP-01,北海道,留萌地方,留萌北部,遠別町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30225,JP-01,北海道,留萌地方,留萌北部,天塩町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30226,JP-01,北海道,留萌地方,留萌中部,苫前町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30227,JP-01,北海道,留萌地方,留萌中部,羽幌町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30228,JP-01,北海道,留萌地方,留萌中部,天売焼尻,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30229,JP-01,北海道,留萌地方,留萌中部,初山別村,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30230,JP-01,北海道,留萌地方,留萌南部,留萌市,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30231,JP-01,北海道,留萌地方,留萌南部,増毛町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30232,JP-01,北海道,留萌地方,留萌南部,小平町,,,,,,,,,,,,,,,,,,,,,,,,2021-01-23T10:04,https://www.jma.go.jp/jp/warn/302_table.html
30301,JP-01,北海道,網走地方,網走西部,北見市常呂,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30302,JP-01,北海道,網走地方,網走西部,網走市,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30303,JP-01,北海道,網走地方,網走西部,佐呂間町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30304,JP-01,北海道,網走地方,網走西部,大空町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30305,JP-01,北海道,網走地方,網走東部,斜里町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30306,JP-01,北海道,網走地方,網走東部,清里町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30307,JP-01,北海道,網走地方,網走東部,小清水町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30308,JP-01,北海道,網走地方,網走南部,美幌町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30309,JP-01,北海道,網走地方,網走南部,津別町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30310,JP-01,北海道,北見地方,北見地方,北見市北見,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30311,JP-01,北海道,北見地方,北見地方,訓子府町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30312,JP-01,北海道,北見地方,北見地方,置戸町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30313,JP-01,北海道,紋別地方,紋別北部,紋別市,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30314,JP-01,北海道,紋別地方,紋別北部,滝上町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30315,JP-01,北海道,紋別地方,紋別北部,興部町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30316,JP-01,北海道,紋別地方,紋別北部,西興部村,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30317,JP-01,北海道,紋別地方,紋別北部,雄武町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30318,JP-01,北海道,紋別地方,紋別南部,遠軽町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30319,JP-01,北海道,紋別地方,紋別南部,湧別町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:42,https://www.jma.go.jp/jp/warn/303_table.html
30401,JP-01,北海道,根室地方,根室北部,中標津町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:02,https://www.jma.go.jp/jp/warn/304_table.html
30402,JP-01,北海道,根室地方,根室北部,標津町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:02,https://www.jma.go.jp/jp/warn/304_table.html
30403,JP-01,北海道,根室地方,根室北部,羅臼町,,,,,,,,,,,,,,,,,,,,1,,,,2021-01-25T16:02,https://www.jma.go.jp/jp/warn/304_table.html
